"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/VillageDefense/Player/Turrets/Generator/Chrome.Chrome","0","0","15","1","0.000000","0","0"
"/Game/VillageDefense/Player/Turrets/Generator/blue_solar_panels.blue_solar_panels","0","0","15","1","0.000000","0","0"
"/Game/VillageDefense/Player/Turrets/Generator/blue_emission.blue_emission","0","0","15","1","0.000000","0","0"
"/Game/VillageDefense/Player/Turrets/Generator/black_screen.black_screen","0","0","15","1","0.000000","0","0"
"/Game/VillageDefense/Player/Turrets/LowRangedTurret/default5.default5","0","0","15","1","0.000000","0","0"
"/Game/VillageDefense/Player/Turrets/LowRangedTurret/default3.default3","0","0","15","1","0.000000","0","0"
"/Game/VillageDefense/Player/Turrets/LowRangedTurret/default2.default2","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","24","1","0.000000","0","0"
"/Game/VillageDefense/Player/Turrets/HighRangedTurret/Main_color_02.Main_color_02","0","0","15","1","0.000000","0","0"
"/Game/VillageDefense/Player/Turrets/HighRangedTurret/Main_color_01.Main_color_01","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","24","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_waterDust02.M_ky_waterDust02","0","0","26","1","0.000000","0","0"
"/Engine/EditorShellMaterials/M_ShellMaster.M_ShellMaster","0","0","48","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_polar.M_ky_polar","0","0","118","3","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_aura9.M_ky_aura9","0","0","84","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","0","42","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flareVert.M_ky_flareVert","0","0","26","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flarePillar.M_ky_flarePillar","0","0","42","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","0","94","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive.M_ky_primitive","0","0","92","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_empty.M_ky_empty","0","0","34","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","0","0","68","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","0","0","26","1","0.000000","0","0"
"/Game/InfinityBladeAdversaries/Enemy/Enemy_Gruntling_Avalanche/Materials/CharM_Gruntling_Avalanche.CharM_Gruntling_Avalanche","0","0","39","1","0.000000","0","0"
"/Game/InfinityBladeAdversaries/Enemy/Enemy_Master_Grunt/Materials/CharM_Master_Grunt.CharM_Master_Grunt","0","0","39","1","0.000000","0","0"
"/Game/AdvancedVillagePack/Materials/M_Pfx_TranslucentLit.M_Pfx_TranslucentLit","0","0","87","1","0.000000","0","0"
"/Game/AdvancedVillagePack/Materials/M_Uber_Cutout_Wind.M_Uber_Cutout_Wind","0","0","101","1","0.000000","0","0"
